12-10 14:29 one yuan     INFO     所有商品已入队列, 开始分析数据....
12-10 14:29 one yuan     INFO     商品凌美笔(LAMY) 恒星系列--212101630期==> 中奖用户: 银河电脑商城, ip: 吉林省
12-10 14:29 one yuan     INFO     商品宝马mini  儿童脚踏三轮车--212101596期==> 中奖用户: 借高利贷支持磊哥夺宝, ip: 浙江省
12-10 14:29 one yuan     INFO     商品梦幻925银情侣对戒-回风舞雪--212101840期==> 中奖用户: 改个名字能中一次吗, ip: 河北省唐山市
12-10 14:29 one yuan     INFO     商品CK-男士Gents系列 K3M211CS 石英男表--212100793期==> 中奖用户: 给我中一次吧, ip: 福建省福州市
12-10 14:29 one yuan     INFO     商品海购商品 飞利浦 Philips 充电声波震动牙刷HX6732/74 健康洁白--212101211期==> 中奖用户: 磊哥我相信你, ip: 福建省福州市
12-10 14:29 one yuan     INFO     商品美固T20车载冰箱--212101612期==> 中奖用户: 厚德载物, ip: 广东省深圳市
12-10 14:29 one yuan     INFO     商品冈本避孕套003超薄白金10片装 安全套--212101984期==> 中奖用户: 广州恒大, ip: 广东省广州市
12-10 14:29 one yuan     INFO     商品顶诺家庭牛排套餐10片装--212101542期==> 中奖用户: 这翔有毒, ip: 山西省
12-10 14:29 one yuan     INFO     商品飞利浦（Philips）充电式声波震动牙刷--212101330期==> 中奖用户: 大老唬吃排骨, ip: 广东省广州市
12-10 14:29 one yuan     INFO     商品丽芙 LifeVC 无线蓝牙天籁耳机--212101588期==> 中奖用户: 都上万了我的苹果呢, ip: 浙江省温州市
12-10 14:29 one yuan     INFO     商品九阳豆浆机 DJ13B-D801SG 1300ML--212101458期==> 中奖用户: 葵花, ip: 广东省深圳市
12-10 14:29 one yuan     INFO     商品兰博基尼毒药遥控车模 --212101557期==> 中奖用户: zqqmikou***@126.com, ip: 北京市
12-10 14:29 one yuan     INFO     商品三只松鼠 手剥巴旦木 手剥薄壳杏仁 235g--212102086期==> 中奖用户: LebronJames, ip: 广东省深圳市
12-10 14:29 one yuan     INFO     商品Goc in C 智能热水袋 拳击熊款--212101917期==> 中奖用户: 嘛哩嘛哩哄中, ip: 浙江省绍兴市
12-10 14:29 one yuan     INFO     商品冈本避孕套003超薄白金10片装 安全套--212101934期==> 中奖用户: 迷情?????寶唄, ip: 新疆
12-10 14:29 one yuan     INFO     商品Coach 蔻驰 压花织纹皮革KYLIE斜挎包--212060459期==> 中奖用户: 稳稳等中奖, ip: 天津市
12-10 14:29 one yuan     INFO     商品梦幻925银情侣对戒-回风舞雪--212101533期==> 中奖用户: 夺宝天天见, ip: 广东省深圳市
12-10 14:29 one yuan     INFO     商品韩国777修甲套装--212101865期==> 中奖用户: ?老板?来份开心, ip: 陕西省西安市
12-10 14:29 one yuan     INFO     商品麦开（mecare）智能水杯--212101236期==> 中奖用户: 不中不充钱了, ip: 广东省深圳市
12-10 14:29 one yuan     INFO     商品海购商品 SPA SONIC 丝妮可 肌肤护理仪7件套--212101251期==> 中奖用户: 求求中6S, ip: 中国
12-10 14:29 one yuan     INFO     商品欧姆龙 电子血压计 上臂式--212101290期==> 中奖用户: 投这么多了该中了吧, ip: 广东省广州市
12-10 14:29 one yuan     INFO     商品罗技(Logitech) 无线键鼠套装 MK240--212101931期==> 中奖用户: 一元夺宝中奖难, ip: 山东省济南市
12-10 14:29 one yuan     INFO     商品九阳 营养专业榨汁机--212101503期==> 中奖用户: 聪哥, ip: 浙江省杭州市
12-10 14:29 one yuan     INFO     商品a-life 帆布包--212101825期==> 中奖用户: 博正铜业佛山销售处, ip: 广东省佛山市
12-10 14:29 one yuan     INFO     商品小熊(Bear) 煮蛋器 6个蛋容--212101873期==> 中奖用户: 我又回来了, ip: 福建省漳州市
12-10 14:29 one yuan     INFO     商品三只松鼠 手剥巴旦木 手剥薄壳杏仁 235g--212102025期==> 中奖用户: 在不中6S64G要删了, ip: 上海市普陀区
12-10 14:29 one yuan     INFO     商品Goc in C 智能热水袋 拳击熊款--212101592期==> 中奖用户: 最后一次不中就卸载掉, ip: 广东省
12-10 14:29 one yuan     INFO     商品冈本避孕套003超薄白金10片装 安全套--212101843期==> 中奖用户: 终于守得云开见明月, ip: 山东省潍坊市
12-10 14:29 one yuan     INFO     商品罗技(Logitech) 无线键鼠套装 MK240--212101663期==> 中奖用户: 9527, ip: 广东省汕头市
12-10 14:29 one yuan     INFO     商品小米随身WiFi（U盘版）--212101737期==> 中奖用户: 邯郸任少, ip: 河北省石家庄市
12-10 14:29 one yuan     INFO     商品韩国777修甲套装--212101660期==> 中奖用户: 磊哥让我中一次吧, ip: 云南省
12-10 14:29 one yuan     INFO     商品Coach 蔻驰 压花织纹皮革KYLIE斜挎包--212051795期==> 中奖用户: V?I?v?i??, ip: 江苏省苏州市
12-10 14:29 one yuan     INFO     商品天堂三折伞--212102058期==> 中奖用户: 磊哥保佑, ip: 四川省广安市
12-10 14:29 one yuan     INFO     商品三只松鼠 手剥巴旦木 手剥薄壳杏仁 235g--212101974期==> 中奖用户: 一元夺命, ip: 贵州省遵义市
12-10 14:29 one yuan     INFO     商品a-life 帆布包--212101250期==> 中奖用户: 栗冠板栗, ip: 
12-10 14:29 one yuan     INFO     商品冈本避孕套003超薄白金10片装 安全套--212101764期==> 中奖用户: 第五十7次中奖, ip: 北京市
12-10 14:29 one yuan     INFO     商品中国黄金 AU9999万足金50g薄片--212102075期==> 中奖用户: 恭喜你中中中中一次, ip: 中国
12-10 14:29 one yuan     INFO     商品小熊(Bear) 煮蛋器 6个蛋容--212101706期==> 中奖用户: 一元夺命, ip: 河北省保定市
12-10 14:29 one yuan     INFO     商品iPhone6 Plus 5.5英寸 64G--212102055期==> 中奖用户: 中奖啦, ip: 湖南省湘潭市
12-10 14:29 one yuan     INFO     商品罗技(Logitech) 无线键鼠套装 MK240--212101559期==> 中奖用户: 亿元夺宝, ip: 上海市长宁区
12-10 14:29 one yuan     INFO     商品韩国777修甲套装--212101447期==> 中奖用户: HERMIT, ip: 河北省保定市
12-10 14:29 one yuan     INFO     商品小米随身WiFi（U盘版）--212101459期==> 中奖用户: 中单反旅游去, ip: 上海市
12-10 14:29 one yuan     INFO     商品Coach 蔻驰 压花织纹皮革KYLIE斜挎包--212043418期==> 中奖用户: 全民夺宝坑死我了, ip: 陕西省西安市
12-10 14:29 one yuan     INFO     商品iPhone6 4.7英寸 64G--212101955期==> 中奖用户: 再不中彻底删了再见, ip: 广东省中山市
12-10 14:29 one yuan     INFO     商品天堂三折伞--212102032期==> 中奖用户: 磊爷让我中一个次吧, ip: 广东省佛山市
12-10 14:29 one yuan     INFO     商品红米 Note2 移动4G手机 双卡双待 2GB+16GB版--212101829期==> 中奖用户: 三胖君, ip: 山西省忻州市
12-10 14:29 one yuan     INFO     商品三只松鼠 手剥巴旦木 手剥薄壳杏仁 235g--212101900期==> 中奖用户: 12345plus678910, ip: 福建省福州市
12-10 14:29 one yuan     INFO     商品Apple iPhone6s 64G 颜色随机--212102079期==> 中奖用户: 我就叫小诗莹谁来秒谁, ip: 河北省张家口市
12-10 14:29 one yuan     INFO     商品iPhone6 Plus 5.5英寸 64G--212101999期==> 中奖用户: 最后一把就卸载了, ip: 北京市
