12-09 07:50 one yuan     INFO     所有商品已入队列, 开始分析数据....
12-09 07:50 one yuan     INFO     商品中国黄金 M扣蛇骨项链--212084392期==> 中奖用户: 磊哥求中一次, ip: 上海市松江区
12-09 07:50 one yuan     INFO     商品悠骑(JQ) 2014款 可变速 折叠自行车--212082396期==> 中奖用户: 石石石石石石石石石, ip: 河北省廊坊市
12-09 07:50 one yuan     INFO     商品大疆 DJI 无人机 Phantom 3 Standard--212084186期==> 中奖用户: 出口气CNM真来了, ip: 河北省唐山市
12-09 07:50 one yuan     INFO     商品海购商品 Dyson 戴森 冷暖型 无叶风扇--212084160期==> 中奖用户: 一个收获惊喜的心, ip: 河南省郑州市
12-09 07:50 one yuan     INFO     商品微软 XBOX ONE 专业游戏主机--212084300期==> 中奖用户: A羽, ip: 内蒙古
12-09 07:50 one yuan     INFO     商品悠骑(JQ) 悠美迷你款电动车 折叠电动车--212084233期==> 中奖用户: 好韵来, ip: 海南省
12-09 07:50 one yuan     INFO     商品永久折叠自行车 20寸快装版--212084447期==> 中奖用户: 中个永久单车送女儿, ip: 河北省保定市
12-09 07:50 one yuan     INFO     商品天梭表-库图石英 全钢 石英 男款--212084581期==> 中奖用户: levibl***@163.com, ip: 安徽省合肥市
12-09 07:50 one yuan     INFO     商品Gubi咕比婴儿推车双向避震婴儿车--212084498期==> 中奖用户: 心好瑞, ip: 福建省福州市
12-09 07:50 one yuan     INFO     商品富士手持相片打印机--212084170期==> 中奖用户: 130****3502@163.com, ip: 江西省
12-09 07:50 one yuan     INFO     商品永久折叠自行车 20寸快装版--212083943期==> 中奖用户: ?阿丕?, ip: 福建省泉州市
12-09 07:50 one yuan     INFO     商品悠骑(JQ) 2014款 可变速 折叠自行车--212080128期==> 中奖用户: 朋友介绍的软件, ip: 云南省昆明市
12-09 07:50 one yuan     INFO     商品Apple iPod shuffle--212090236期==> 中奖用户: 国际沟夺宝奖品大库房, ip: 河北省邢台市
12-09 07:50 one yuan     INFO     商品路途乐儿童安全座椅  9月-12岁 路路熊款--212084461期==> 中奖用户: 求求你了磊哥让我中, ip: 上海市
12-09 07:50 one yuan     INFO     商品海购商品 Dyson 戴森 冷暖型 无叶风扇--212083425期==> 中奖用户: cc20131***@126.com, ip: 浙江省杭州市
12-09 07:50 one yuan     INFO     商品飞利浦（PHILIPS） 劲锋系列电动剃须刀--212084685期==> 中奖用户: 超, ip: 河北省石家庄市
12-09 07:50 one yuan     INFO     商品大疆 DJI 无人机 Phantom 3 Standard--212083280期==> 中奖用户: Clement, ip: 福建省
12-09 07:50 one yuan     INFO     商品中国黄金 M扣蛇骨项链--212083957期==> 中奖用户: 三黑?, ip: 山西省太原市
12-09 07:50 one yuan     INFO     商品微软 XBOX ONE 专业游戏主机--212083340期==> 中奖用户: zane1680, ip: 福建省福州市
12-09 07:50 one yuan     INFO     商品悠骑(JQ) 悠美迷你款电动车 折叠电动车--212082944期==> 中奖用户: 单人单骑足矣, ip: 山东省青岛市
12-09 07:50 one yuan     INFO     商品小米手环--212090131期==> 中奖用户: 你就说让不让我中?, ip: 浙江省
12-09 07:50 one yuan     INFO     商品Gubi咕比婴儿推车双向避震婴儿车--212084119期==> 中奖用户: 好赖让我中一回, ip: 河南省
12-09 07:50 one yuan     INFO     商品天梭表-库图石英 全钢 石英 男款--212084287期==> 中奖用户: 磊哥保佑啊, ip: 北京市
12-09 07:50 one yuan     INFO     商品Apple iPod shuffle--212090190期==> 中奖用户: addvsaj56160***@163.com, ip: 辽宁省沈阳市
12-09 07:50 one yuan     INFO     商品小米手环--212090063期==> 中奖用户: 让我中一次会死阿?, ip: 福建省莆田市
12-09 07:50 one yuan     INFO     商品微软 XBOX ONE 专业游戏主机--212082511期==> 中奖用户: 磊哥一个多月未中过, ip: 广东省广州市
12-09 07:50 one yuan     INFO     商品永久折叠自行车 20寸快装版--212083345期==> 中奖用户: 磊哥中一个吧?, ip: 福建省
12-09 07:50 one yuan     INFO     商品中国黄金 M扣蛇骨项链--212083284期==> 中奖用户: 奖一个, ip: 广东省汕头市
12-09 07:50 one yuan     INFO     商品飞利浦（PHILIPS） 劲锋系列电动剃须刀--212084393期==> 中奖用户: 妈蛋没中过, ip: 内蒙古赤峰市
12-09 07:50 one yuan     INFO     商品悠骑(JQ) 悠美迷你款电动车 折叠电动车--212081602期==> 中奖用户: 在不中真把卸载啦, ip: 江苏省无锡市
12-09 07:50 one yuan     INFO     商品富士手持相片打印机--212083296期==> 中奖用户: 全部身家都买上了, ip: 山东省潍坊市
12-09 07:50 one yuan     INFO     商品大疆 DJI 无人机 Phantom 3 Standard--212082736期==> 中奖用户: *, ip: 河北省
12-09 07:50 one yuan     INFO     商品海购商品 Dyson 戴森 冷暖型 无叶风扇--212082605期==> 中奖用户: 中中中中中, ip: 上海市
12-09 07:50 one yuan     INFO     商品路途乐儿童安全座椅  9月-12岁 路路熊款--212083927期==> 中奖用户: 我的我的都是我的, ip: 湖北省随州市
12-09 07:50 one yuan     INFO     商品悠骑(JQ) 2014款 可变速 折叠自行车--212072344期==> 中奖用户: cnm就是不让中, ip: 北京市
12-09 07:50 one yuan     INFO     商品Gubi咕比婴儿推车双向避震婴儿车--212083549期==> 中奖用户: 黄睿希, ip: 浙江省杭州市
12-09 07:50 one yuan     INFO     商品小米手环--212084811期==> 中奖用户: ?COOKIE?, ip: 福建省厦门市
12-09 07:50 one yuan     INFO     商品永久折叠自行车 20寸快装版--212082820期==> 中奖用户: 好声音, ip: 浙江省温州市
